Time,Bujumbura,Bubanza,Cibitoke,Isale,Muramvya,Kayanza,Mwaro,Rumonge,Bururi,Rutana,Makamba,Gitega,Karuzi,Ruyigi,Cankuzo,Muyinga,Kirundo,Ngozi,Gashoho,Gitega-Ruyigi,Makebuko,Commune of Mabanda,Mahama,Nduta,Nyarugusu,Nakivale,Kigali,Lusenda
342,1848,238,173,4527,1697,473,1320,2257,564,2273,1298,1938,1527,2520,1098,2226,279,1925,2212,4585,3294,360,19955,32502,28568,19484,24768,105379
343,1906,220,165,4480,1640,508,1340,2231,561,2246,1281,1857,1511,2492,1090,2186,208,1825,2251,4633,3295,371,20006,32591,28593,19538,24817,105453
344,1789,242,180,4501,1591,468,1331,2232,531,2243,1305,1813,1480,2469,1092,2214,232,1815,2162,4628,3280,349,20052,32674,28646,19565,24873,105545
345,1839,216,161,4351,1607,452,1361,2175,551,2271,1255,1860,1515,2508,1068,2182,227,1822,2129,4505,3240,332,20092,32744,28684,19589,24929,105644
346,1853,205,155,4407,1643,468,1365,2211,538,2294,1240,1731,1520,2491,1067,2154,241,1784,2129,4634,3218,321,20122,32819,28722,19617,25004,105743
347,1961,247,170,4317,1626,436,1389,2220,585,2326,1198,1812,1540,2419,1056,2157,223,1868,2151,4680,3236,335,20174,32906,28771,19663,25090,105834
348,1914,228,139,4391,1597,434,1392,2254,547,2295,1216,1844,1565,2379,1069,2110,200,1833,2162,4608,3236,334,20223,32976,28814,19702,25161,105886
349,1777,211,156,4442,1580,457,1422,2228,573,2281,1198,1813,1536,2361,1052,2127,206,1796,2138,4645,3192,336,20270,33037,28855,19740,25213,105986
350,1822,197,147,4369,1545,447,1378,2205,561,2213,1211,1932,1514,2351,1041,2151,211,1768,2095,4573,3182,336,20320,33101,28894,19768,25253,106043
351,1841,203,168,4252,1568,441,1359,2219,516,2237,1140,1761,1492,2357,1023,2129,195,1745,2107,4580,3270,326,20370,33180,28932,19789,25296,106132
352,1780,210,173,4202,1585,420,1302,2134,574,2210,1190,1845,1477,2314,1045,2133,235,1732,2028,4499,3226,328,20410,33244,28972,19802,25334,106224
353,1732,205,173,4138,1581,449,1277,2133,561,2161,1216,1846,1472,2355,1090,2066,186,1696,2057,4460,3176,331,20454,33281,29015,19821,25401,106295
354,2011,232,165,4222,1654,398,1340,2175,574,2218,1235,1783,1461,2316,1131,2106,219,1883,2115,4568,3175,340,20496,33342,29053,19879,25517,106373
355,1823,230,149,4252,1608,465,1351,2218,552,2187,1247,1820,1463,2333,1071,2146,216,1784,2132,4534,3153,346,20540,33414,29087,19915,25560,106484
356,1853,204,146,4277,1577,412,1338,2124,571,2216,1270,1858,1481,2321,1054,2088,221,1780,2127,4439,3131,345,20594,33500,29111,19952,25610,106579
357,1803,233,128,4275,1611,447,1331,2155,535,2282,1194,1768,1487,2351,1053,2075,223,1710,2131,4432,3138,334,20641,33553,29161,19983,25663,106670
358,1789,196,167,4284,1615,426,1319,2180,552,2191,1188,1810,1477,2333,1069,2070,215,1718,2108,4392,3137,322,20687,33615,29211,20021,25721,106742
359,1833,200,178,4258,1614,405,1333,2145,556,2174,1227,1794,1448,2321,1072,2050,218,1762,2105,4387,3086,295,20730,33674,29258,20052,25774,106794
360,1775,225,161,4193,1617,424,1348,2170,534,2192,1211,1785,1512,2400,1055,2045,206,1744,2122,4272,3036,331,20762,33727,29292,20087,25821,106884
361,1821,213,172,4157,1592,450,1335,2155,521,2144,1202,1698,1495,2385,1049,2067,221,1655,2116,4263,3084,339,20784,33789,29322,20112,25855,106935
362,1802,215,163,4193,1535,397,1333,2179,574,2088,1183,1734,1482,2369,1012,2117,196,1726,2101,4305,3070,332,20827,33847,29361,20161,25930,107036
363,1881,231,163,4122,1548,436,1320,2177,534,2141,1165,1684,1472,2359,1011,2094,214,1685,2087,4361,3080,348,20883,33908,29389,20186,25981,107145
364,1870,213,158,4145,1552,402,1298,2182,530,2153,1181,1815,1429,2361,991,2133,226,1720,2114,4316,2981,360,20919,33973,29427,20232,26025,107236
365,1842,249,145,4319,1641,433,1272,2236,511,2120,1231,1756,1442,2318,1004,2063,230,1724,2172,4371,3051,352,20959,34036,29463,20280,26097,107326
366,1796,230,155,4315,1621,428,1225,2119,580,2121,1213,1820,1454,2284,1010,2067,212,1674,2158,4302,3051,347,21009,34106,29514,20309,26166,107399
367,1764,204,151,4332,1594,406,1227,2138,550,2152,1196,1759,1451,2243,1022,2065,235,1677,2092,4348,2975,337,21051,34178,29552,20342,26213,107473
368,1824,233,142,4319,1608,408,1221,2177,539,2131,1163,1796,1458,2237,993,2074,214,1709,2109,4324,3021,305,21087,34247,29614,20390,26293,107526
369,1769,202,178,4252,1576,401,1246,2147,525,2098,1175,1713,1446,2246,1000,2076,199,1696,2069,4365,3030,295,21123,34305,29649,20422,26345,107633
370,1787,216,147,4142,1571,427,1257,2138,552,2094,1145,1769,1450,2249,1011,2011,214,1692,2010,4344,2965,304,21188,34375,29678,20435,26398,107701
371,1759,209,156,4122,1543,379,1257,2100,554,2081,1192,1775,1431,2230,1021,2000,196,1707,1987,4357,2925,298,21233,34431,29721,20469,26448,107778
372,1711,217,139,4157,1543,398,1187,2086,592,2103,1126,1685,1422,2218,1003,1963,210,1646,2033,4454,2893,284,21275,34492,29764,20486,26495,107866
373,1729,196,158,4054,1528,408,1180,2147,501,2117,1121,1684,1420,2232,1010,2019,222,1653,1944,4360,2916,285,21298,34541,29789,20529,26533,107963
374,1701,218,148,4024,1533,389,1174,2112,543,2107,1112,1745,1427,2270,1004,1975,197,1594,2001,4241,2884,277,21358,34590,29829,20548,26583,108042
375,1659,202,169,4012,1460,432,1194,2086,489,2065,1105,1715,1424,2291,958,1990,188,1574,1985,4223,2933,262,21397,34667,29864,20575,26629,108116
376,1614,171,140,4023,1529,414,1220,2034,504,2048,1124,1695,1408,2241,969,1979,218,1563,1937,4178,2898,283,21442,34744,29873,20594,26672,108187
377,1643,226,143,3913,1552,375,1169,2057,465,2019,1126,1695,1402,2241,957,1941,203,1547,1958,4158,2895,300,21485,34803,29884,20615,26725,108243
378,1714,177,136,3837,1521,407,1173,2035,512,1993,1127,1664,1409,2247,933,1985,200,1527,1959,4142,2887,323,21517,34868,29911,20642,26783,108324
379,1662,204,158,3893,1479,374,1208,1986,516,2013,1140,1591,1380,2206,941,1984,209,1538,1947,4205,2911,307,21553,34920,29946,20671,26835,108389
380,1699,190,146,3918,1488,389,1212,1997,537,2019,1131,1620,1409,2196,934,1937,210,1503,1962,4147,2842,273,21603,34985,29992,20715,26871,108454
381,1692,201,142,3910,1463,376,1192,1989,527,2024,1116,1637,1393,2199,924,1927,228,1500,1948,4121,2789,293,21642,35046,30005,20752,26916,108495
382,1713,193,140,3951,1494,360,1190,2027,503,2035,1084,1654,1360,2177,896,1931,197,1541,1991,4162,2826,293,21679,35116,30040,20797,26977,108566
383,1787,228,156,3995,1500,395,1260,2038,513,2037,1101,1641,1421,2169,933,1906,217,1579,2060,4107,2852,297,21707,35165,30066,20814,27050,108649
384,1908,214,183,4067,1469,404,1284,2015,543,2049,1136,1670,1465,2200,895,1950,241,1677,1997,4066,2859,297,21742,35210,30103,20846,27159,108744
385,1687,218,144,4088,1515,412,1294,2044,510,2049,1110,1632,1425,2239,908,1949,202,1623,2009,4065,2862,305,21770,35254,30132,20886,27208,108853
386,1687,184,139,4024,1501,399,1270,1997,532,2030,1124,1606,1436,2210,935,1936,191,1662,1963,4031,2864,302,21795,35300,30148,20912,27255,108964
387,1641,215,157,3990,1443,389,1214,1969,524,2044,1098,1670,1402,2194,912,1995,217,1685,1865,3996,2844,322,21833,35366,30177,20929,27288,109022
388,1651,201,153,3921,1410,434,1242,1946,533,2014,1116,1569,1395,2102,947,1930,199,1601,1931,3997,2932,295,21859,35440,30213,20949,27327,109098
389,1750,191,156,3870,1417,421,1181,1955,533,2066,1090,1611,1414,2099,953,1909,208,1619,1952,3993,2872,299,21888,35517,30254,20979,27386,109168
390,1744,215,144,3974,1401,374,1175,1975,509,2032,1122,1550,1376,2177,923,1961,191,1684,1964,4051,2888,304,21929,35564,30281,21026,27459,109254
391,1772,198,162,3929,1419,379,1194,1992,519,2002,1104,1659,1331,2200,896,1979,198,1721,2024,4033,2866,317,21958,35614,30314,21066,27516,109381
392,1714,227,150,3928,1400,436,1177,1978,511,1945,1140,1584,1336,2211,942,1968,223,1623,2006,4030,2863,316,21987,35657,30361,21093,27559,109445
393,1626,179,161,4000,1432,373,1187,1987,519,1980,1096,1574,1333,2174,951,1953,237,1651,1978,4006,2799,302,22022,35720,30403,21110,27613,109511
394,1660,178,136,3931,1430,379,1170,1984,490,2029,1094,1618,1302,2153,954,1913,179,1647,2010,3985,2778,305,22053,35776,30426,21134,27664,109566
395,1589,190,167,3863,1412,404,1169,1992,503,1994,1100,1654,1281,2133,966,1886,219,1614,1973,3999,2728,295,22090,35855,30464,21140,27699,109619
