Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Mole,Gbadolite,Inke,Betou,Brazaville
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,629,1997,0,0,0,4547,1306,0,673,0,0,0,0,627,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,5499,0,0,0,0
2,1583,0,0,1130,3557,146,0,293,7760,2384,0,1184,0,0,0,55,1033,46,0,82,0,1171,176,0,107,0,0,60,65,153,0,0,0,0,10957,0,0,0,0
3,2844,7,7,1585,4974,394,8,734,10332,3373,0,1660,7,0,0,153,1433,110,2,202,10,1664,409,21,240,8,6,179,140,377,0,9,23,11,16952,0,0,39,0
4,3884,6,22,1337,4193,695,12,1147,8295,3086,0,1485,34,0,0,281,1190,218,7,305,35,1461,698,114,403,19,33,327,231,690,2,39,82,38,18248,1,0,147,0
5,3128,13,61,1199,3921,909,42,1384,7275,2919,0,1376,58,2,0,369,1112,270,17,368,52,1396,885,214,501,35,64,422,250,836,8,101,175,97,19851,2,0,305,0
6,2913,27,82,1204,3667,1005,57,1466,6639,2942,1,1329,79,5,0,396,1076,294,21,430,99,1392,987,357,566,69,110,466,274,910,13,183,289,160,20454,8,0,498,1
7,2672,47,100,1207,3644,1091,93,1456,6360,2979,2,1355,101,13,0,463,1086,295,23,474,138,1467,1054,468,643,110,131,517,302,931,20,265,408,223,20454,17,0,710,2
8,2616,57,108,1183,3532,1149,126,1455,6124,2908,2,1371,125,17,3,509,1077,345,33,519,169,1544,1115,550,719,123,175,602,316,959,43,349,551,288,20454,23,0,931,3
9,2529,69,144,1187,3446,1158,162,1429,5964,2983,3,1331,160,12,6,544,1122,352,53,552,175,1539,1184,659,772,155,228,644,325,927,72,437,700,364,20454,33,0,1148,3
10,2423,69,179,1228,3410,1193,192,1442,5720,3004,9,1317,163,14,4,584,1139,370,63,612,205,1594,1194,768,822,201,262,676,331,916,101,537,858,428,20454,44,0,1344,7
11,2476,89,173,1229,3342,1213,235,1403,5613,2982,9,1340,172,25,4,668,1157,390,72,643,232,1508,1246,845,870,233,276,694,335,921,138,632,989,506,20454,69,0,1535,11
12,2393,101,193,1224,3434,1276,260,1346,5481,2917,12,1359,199,42,3,704,1188,418,88,655,247,1515,1287,898,922,263,304,718,369,902,173,728,1114,578,20454,80,0,1721,15
13,2385,97,210,1203,3309,1310,288,1379,5255,2959,17,1393,203,41,5,768,1206,450,108,650,276,1603,1298,943,959,273,326,743,395,953,226,833,1255,646,20454,99,0,1896,19
14,2317,111,222,1192,3251,1320,328,1351,5161,3013,17,1386,198,46,6,814,1166,465,122,689,315,1637,1329,976,1034,298,356,770,427,942,272,947,1411,709,20454,117,0,2091,25
15,2331,135,213,1201,3227,1329,366,1349,5049,2948,20,1388,212,61,8,816,1172,503,111,741,324,1668,1383,1038,1075,325,386,775,441,928,322,1076,1547,790,20454,135,0,2262,28
16,2305,134,221,3240,9954,1362,377,1315,19627,7074,25,3610,234,62,11,819,3210,527,135,787,360,4169,1409,1078,1118,341,438,796,461,918,384,1215,1684,857,20454,161,0,2462,34
17,7501,147,238,4911,14891,1900,389,2309,29838,10600,25,5297,245,60,14,1036,4662,696,138,1042,382,5863,1993,1154,1479,344,480,970,659,1455,455,1351,1828,930,20454,184,0,2641,38
18,11309,180,267,4245,12865,2738,444,3610,24279,9993,22,4760,290,73,16,1423,4019,948,154,1390,425,5062,2826,1338,1950,386,540,1341,948,2213,510,1505,2076,1039,20454,209,0,2959,41
19,9531,214,353,4181,12131,3215,502,4173,22240,9877,26,4597,370,82,12,1653,3824,1047,182,1587,521,5052,3274,1637,2237,462,604,1581,1079,2649,593,1765,2403,1194,20454,229,0,3516,48
20,8945,256,409,4020,11378,3562,620,4556,20009,9550,30,4400,423,99,12,1814,3696,1197,219,1745,613,4950,3641,1954,2382,536,744,1775,1138,2880,673,2045,2830,1401,20454,259,0,4067,61
21,8189,294,514,3809,10777,3777,692,4461,18409,9259,30,4207,474,118,16,2029,3587,1228,253,1907,695,5002,3838,2350,2513,626,857,1985,1171,2945,765,2333,3311,1619,20454,287,0,4739,71
22,7719,313,581,3604,10239,4016,766,4438,16952,8907,45,4098,513,118,27,2129,3470,1288,292,1987,794,5013,3937,2675,2643,681,983,2075,1203,2953,887,2672,3749,1852,20454,342,0,5340,84
23,7155,320,647,3423,9687,4080,872,4298,15689,8648,43,3942,567,144,31,2234,3343,1311,367,2044,890,5030,4060,2897,2867,831,1055,2205,1230,2915,1002,3018,4193,2072,20454,398,0,6025,100
24,6975,353,637,3258,9105,4161,983,4080,14580,8336,54,3837,640,156,26,2377,3293,1404,392,2080,927,5043,4001,3082,2999,907,1180,2223,1239,2831,1142,3401,4648,2319,20454,468,1,6637,106
25,6580,379,657,3150,8738,4124,1058,3892,13679,8082,60,3756,695,191,31,2454,3238,1454,421,2139,956,4920,4084,3266,3106,975,1288,2224,1261,2727,1295,3744,5056,2566,20454,538,1,7219,125
26,6147,420,734,3055,8436,4028,1167,3678,12960,7914,69,3548,713,195,31,2568,3194,1430,423,2245,1015,4836,4115,3412,3177,1056,1353,2217,1290,2641,1469,4112,5465,2767,20454,600,1,7754,142
27,5813,467,790,3034,8031,3916,1272,3590,12126,7725,73,3522,721,185,38,2622,3128,1414,458,2258,1105,4818,4092,3557,3267,1118,1401,2221,1267,2506,1656,4484,5932,2956,20454,661,1,8241,159
28,5635,486,803,2945,7584,4054,1333,3327,11409,7488,79,3505,766,211,33,2643,3063,1433,486,2277,1124,4669,4090,3704,3364,1143,1491,2145,1263,2410,1845,4855,6351,3160,20454,727,1,8792,179
29,5234,546,809,2918,7258,4021,1364,3228,10778,7309,81,3408,803,221,35,2653,3077,1432,510,2295,1136,4627,4148,3835,3356,1153,1569,2080,1282,2290,2077,5207,6782,3322,20454,808,1,9265,203
30,5003,560,811,2847,6961,3951,1432,3125,10230,7045,83,3296,847,253,41,2654,3075,1486,540,2332,1160,4554,4174,3856,3440,1210,1644,2063,1250,2207,2269,5529,7144,3506,20454,870,4,9690,227
31,14534,582,806,3546,2846,2029,1446,4480,2556,3598,84,883,877,273,45,2979,2993,2104,562,3180,1173,5068,4845,3988,3537,1666,1686,3489,1288,3567,2475,5851,7524,3690,20454,947,4,10176,240
32,5279,599,890,3920,4068,1611,1508,3854,7154,3543,108,1697,1004,276,45,3116,3587,1930,610,2907,1262,5833,4961,4277,3541,1672,1832,3453,1306,3323,2795,6383,8039,3956,20454,1027,5,10232,262
33,9821,644,943,3730,2214,1709,1554,4317,3076,2737,128,1113,1023,271,49,3202,3433,2017,644,3040,1395,5675,5038,4478,3723,1641,1949,3335,1399,3442,3065,6933,8524,4207,20454,1107,6,10232,299
34,5324,676,1003,3804,3036,1435,1669,3807,5160,2744,124,1363,1021,286,50,3315,3675,1955,700,2989,1483,5913,4948,4657,3857,1703,1999,3153,1432,3080,3325,7437,9025,4465,20454,1193,8,10232,315
35,7417,717,1021,3596,2097,1413,1722,3891,3086,2421,131,1136,1046,317,52,3382,3525,1989,721,3023,1471,5631,5024,4863,3983,1633,2135,3038,1462,2978,3643,7943,9538,4683,20454,1296,9,10232,344
36,5224,756,1007,3571,2414,1434,1770,3509,3986,2338,130,1187,1035,326,63,3395,3519,1993,763,3020,1539,5667,4868,4999,4172,1633,2211,2833,1515,2686,3935,8438,10032,4870,20454,1402,13,10232,372
37,6121,796,1055,3396,1926,1425,1836,3423,3025,2047,157,1091,1040,344,68,3504,3518,1966,763,2978,1600,5548,4766,5136,4200,1648,2177,2659,1496,2561,4219,8897,10483,5086,20454,1496,14,10232,408
38,4957,804,1106,3358,2010,1228,1894,3119,3405,2100,156,1131,1044,368,63,3498,3531,1908,825,2931,1608,5484,4635,5217,4294,1660,2263,2535,1559,2311,4518,9324,10918,5298,20454,1608,14,10232,439
39,5297,789,1094,3201,1748,1275,1967,3013,2833,1884,155,972,1049,386,56,3523,3443,1951,856,2987,1631,5303,4573,5202,4455,1662,2310,2383,1551,2160,4803,9773,11399,5486,20454,1713,15,10232,471
40,4588,798,1068,3057,1717,1269,1977,2810,2999,1873,171,1033,1057,374,79,3529,3493,1947,884,2984,1634,5184,4420,5229,4574,1657,2381,2303,1553,2031,5082,10103,11768,5653,20454,1825,16,10232,497
41,4655,830,1070,2953,1565,1135,2028,2762,2611,1721,168,950,1094,392,67,3582,3496,1909,876,2999,1653,5004,4468,5271,4588,1691,2362,2183,1565,1880,5380,10501,12167,5810,20454,1932,17,10232,530
42,4264,862,1090,2780,1552,1173,2064,2677,2640,1776,164,959,1092,397,71,3492,3455,1866,902,2980,1646,4807,4342,5310,4614,1668,2411,2057,1549,1763,5697,10847,12579,5938,20454,2043,18,10232,568
43,4327,883,1087,2673,1471,1128,2081,2595,2404,1557,176,921,1100,408,65,3475,3490,1870,900,2928,1662,4622,4237,5433,4536,1705,2423,2011,1574,1688,5973,11173,12981,6053,20454,2135,22,10232,594
44,3903,893,1090,2555,1443,1064,2107,2521,2409,1658,194,923,1087,405,69,3508,3512,1894,876,2885,1634,4609,4011,5471,4518,1768,2346,1893,1608,1615,6271,11492,13345,6172,20454,2226,23,10232,611
45,3877,909,1059,2509,1386,1112,2076,2460,2208,1547,201,887,1084,381,76,3433,3516,1891,917,2783,1695,4317,4016,5337,4665,1745,2352,1866,1597,1576,6615,11789,13686,6291,20454,2325,23,10232,650
46,3638,915,1060,2465,1331,1022,2112,2339,2224,1491,199,802,1032,402,62,3454,3518,1887,942,2768,1699,4221,3876,5413,4663,1711,2330,1853,1566,1513,6937,12078,14036,6410,20454,2429,26,10232,681
47,3666,884,1048,2389,1206,970,2122,2245,2124,1414,184,824,1024,402,79,3416,3461,1856,993,2738,1679,4128,3840,5406,4606,1700,2299,1772,1635,1443,7247,12367,14379,6526,20454,2529,32,10232,720
48,3445,880,991,2344,1269,951,2162,2211,2069,1373,191,825,1024,411,85,3445,3392,1879,998,2713,1663,3995,3751,5414,4632,1653,2259,1700,1559,1321,7571,12638,14742,6622,20454,2634,32,10232,757
49,3370,922,1010,2321,1226,929,2133,2141,2027,1415,197,796,1023,395,95,3369,3320,1822,968,2659,1656,3891,3554,5375,4723,1599,2301,1603,1582,1303,7889,12905,15070,6708,20454,2729,33,10232,790
50,3352,911,1037,2316,1143,851,2123,2072,1974,1361,209,791,1026,399,91,3271,3295,1788,966,2615,1652,3794,3466,5391,4692,1555,2309,1559,1612,1243,8166,13178,15385,6818,20454,2823,34,10232,829
51,3333,933,1048,2249,1108,864,2221,2027,1931,1216,216,793,1009,425,80,3270,3276,1751,951,2618,1590,3670,3403,5322,4649,1536,2266,1467,1605,1193,8460,13454,15690,6911,20454,2913,36,10232,861
52,3156,924,1047,2240,1156,836,2208,1991,1846,1210,208,746,927,420,91,3168,3287,1738,969,2662,1614,3538,3362,5360,4525,1493,2273,1458,1613,1151,8755,13668,16011,6998,20454,3003,40,10232,901
53,3100,901,1039,2168,1043,826,2239,1964,1751,1220,206,740,937,422,100,3151,3201,1770,973,2603,1599,3563,3216,5261,4571,1478,2232,1405,1601,1148,9025,13906,16325,7082,20454,3082,45,10232,948
54,2896,929,998,2157,1057,805,2198,1921,1729,1160,207,735,923,432,81,3117,3175,1760,935,2593,1572,3499,3072,5309,4517,1511,2180,1396,1624,1168,9297,14127,16639,7163,20454,3178,49,10232,980
55,2941,881,1014,2082,1006,798,2149,1868,1659,1151,211,754,953,411,76,3074,3149,1714,956,2556,1550,3399,3009,5226,4548,1527,2151,1354,1579,1150,9573,14336,16959,7240,20454,3269,50,10232,1014
56,2807,889,1009,1986,1013,849,2170,1801,1669,1185,217,723,958,419,92,2988,3122,1721,932,2511,1522,3306,2928,5139,4570,1486,2160,1314,1549,1138,9848,14549,17238,7315,20454,3363,52,10232,1047
57,2867,893,981,1982,953,732,2089,1778,1614,1085,214,726,946,426,95,2973,3131,1727,937,2433,1475,3159,2941,5162,4490,1494,2108,1348,1545,1108,10123,14765,17533,7392,20454,3473,54,10232,1081
58,2740,918,1008,1970,994,724,2108,1672,1616,1095,203,660,944,427,89,2959,3078,1675,935,2450,1449,3058,2920,5183,4448,1444,2048,1325,1512,1043,10420,14956,17832,7467,20454,3542,59,10232,1110
59,2729,905,1006,1893,896,731,2124,1639,1548,1066,222,675,916,407,91,2822,3015,1715,901,2458,1452,3019,2882,5061,4458,1425,2062,1303,1521,1050,10679,15151,18139,7533,20454,3626,63,10232,1146
60,2579,886,981,1875,878,720,2084,1613,1555,1086,231,709,924,404,79,2824,2985,1652,908,2411,1407,2919,2814,5056,4450,1392,2029,1274,1519,1008,10946,15362,18440,7602,20454,3727,66,10232,1182
61,2616,874,961,1843,948,735,2072,1638,1461,1010,224,616,873,418,72,2752,2958,1702,936,2424,1385,2874,2747,5000,4363,1410,1995,1209,1494,962,11196,15570,18731,7669,20454,3804,69,10232,1214
62,2535,909,923,1795,850,709,2017,1574,1517,1026,233,708,893,399,77,2688,2943,1634,911,2296,1393,2832,2672,4969,4352,1374,1990,1189,1519,972,11465,15765,18985,7728,20454,3902,72,10232,1257
63,2448,909,939,1782,928,726,1984,1613,1371,996,202,663,854,399,82,2672,2910,1582,946,2340,1349,2798,2602,4920,4292,1370,1947,1166,1537,950,11688,15950,19264,7797,20454,3974,76,10232,1295
64,2475,893,947,1727,841,717,1920,1586,1442,1002,198,669,864,393,88,2603,2878,1534,956,2244,1356,2768,2563,4866,4260,1381,1889,1164,1519,899,11917,16132,19540,7872,20454,4061,78,10232,1327
65,2458,855,918,1702,857,686,1897,1513,1415,956,187,612,851,362,101,2622,2875,1569,969,2277,1285,2678,2545,4880,4175,1360,1870,1146,1490,896,12157,16328,19836,7923,20454,4125,79,10232,1362
66,2416,872,905,1663,859,644,1898,1532,1389,927,196,616,830,387,84,2540,2864,1568,945,2203,1317,2667,2482,4773,4127,1299,1911,1122,1499,871,12400,16501,20103,7988,20454,4201,84,10232,1382
67,2330,886,870,1687,812,651,1893,1473,1429,926,188,625,811,387,86,2483,2888,1561,913,2193,1316,2595,2428,4661,4079,1281,1838,1084,1486,885,12672,16671,20367,8065,20454,4295,87,10232,1411
68,2385,900,875,1607,790,630,1859,1438,1352,902,178,653,786,387,84,2502,2815,1492,888,2211,1259,2564,2404,4603,4074,1270,1778,1049,1462,868,12898,16836,20632,8132,20454,4375,93,10232,1442
69,2311,891,831,1595,755,614,1888,1386,1334,924,183,639,802,366,90,2464,2823,1508,885,2181,1237,2530,2336,4507,4011,1280,1736,1063,1458,839,13105,16965,20897,8182,20454,4456,96,10232,1465
70,2344,846,821,1578,792,669,1872,1349,1282,822,184,579,773,371,95,2371,2735,1520,894,2184,1239,2441,2334,4487,3974,1231,1757,1014,1424,825,13340,17128,21155,8232,20454,4531,98,10232,1502
71,2143,863,795,1576,776,595,1895,1318,1331,877,186,602,778,364,85,2368,2699,1476,878,2133,1225,2430,2253,4393,3947,1228,1705,1032,1391,812,13563,17261,21407,8290,20454,4609,105,10232,1549
72,2199,871,809,1535,745,628,1847,1306,1236,849,192,587,746,338,85,2294,2678,1424,872,2113,1222,2315,2265,4370,3842,1234,1722,990,1383,827,13783,17420,21649,8339,20454,4676,111,10232,1581
73,2087,836,825,1516,755,555,1791,1332,1241,805,190,583,739,326,73,2314,2601,1445,882,2062,1199,2279,2187,4334,3808,1219,1665,1002,1399,834,14013,17570,21896,8387,20454,4750,112,10232,1616
74,2104,836,808,1445,679,591,1808,1330,1197,791,185,549,742,320,78,2286,2616,1444,858,2064,1178,2197,2160,4304,3745,1173,1636,965,1351,851,14230,17714,22140,8424,20454,4820,114,10232,1640
75,2002,820,794,1387,676,563,1756,1308,1215,827,182,557,751,325,82,2273,2616,1408,885,2010,1156,2180,2095,4342,3611,1115,1653,974,1325,826,14432,17822,22396,8469,20454,4894,116,10232,1675
76,1956,817,800,1367,648,567,1774,1277,1231,828,187,507,739,344,79,2236,2573,1387,869,1980,1141,2161,2055,4195,3611,1134,1614,942,1339,779,14614,17973,22621,8533,20454,4960,120,10232,1705
77,2051,796,794,1381,722,567,1771,1237,1143,711,179,525,712,331,82,2175,2495,1371,866,1963,1158,2098,2001,4106,3621,1120,1589,934,1343,728,14796,18116,22848,8582,20454,5031,125,10232,1740
78,1977,790,759,1386,648,491,1762,1225,1137,726,196,514,715,329,77,2167,2491,1398,832,1923,1139,2097,1984,4089,3528,1091,1517,906,1319,740,15003,18278,23074,8633,20454,5108,132,10232,1772
79,1892,785,782,1341,679,510,1743,1200,1125,705,171,540,673,336,70,2146,2494,1338,844,1927,1117,2036,1981,4020,3512,1012,1538,926,1286,688,15213,18381,23307,8682,20454,5174,134,10232,1790
80,1911,806,758,1305,582,491,1686,1167,1095,725,177,562,658,287,73,2155,2409,1287,828,1916,1103,2080,1923,3954,3550,1007,1495,878,1280,715,15411,18537,23494,8735,20454,5244,140,10232,1819
81,1892,762,774,1321,637,543,1660,1172,1179,713,171,515,680,286,68,2106,2384,1279,840,1900,1101,1979,1927,3915,3464,1016,1457,880,1273,675,15593,18667,23728,8788,20454,5304,149,10232,1845
82,1978,764,743,1318,645,525,1664,1172,1118,751,180,516,677,289,61,2064,2393,1290,823,1856,1109,2024,1886,3828,3410,983,1440,882,1235,666,15788,18791,23949,8831,20454,5372,156,10232,1866
83,1922,775,718,1304,717,516,1653,1185,1112,774,185,519,648,286,67,1995,2302,1300,791,1878,1100,2001,1896,3794,3434,962,1445,901,1189,655,15957,18927,24163,8878,20454,5447,158,10232,1889
84,1955,721,729,1295,663,531,1632,1199,1142,761,205,567,637,286,60,2010,2338,1303,795,1826,1084,1974,1815,3758,3337,977,1389,876,1195,697,16121,19075,24384,8922,20454,5503,162,10232,1919
85,1965,743,719,1325,675,514,1565,1213,1135,748,188,564,656,303,62,1959,2306,1308,784,1792,1053,1907,1838,3716,3313,991,1424,897,1211,683,16264,19188,24588,8968,20454,5566,170,10232,1942
86,1952,713,721,1335,662,492,1503,1215,1136,783,175,530,635,279,67,1887,2367,1321,806,1799,1028,2008,1757,3730,3188,995,1414,926,1179,685,16445,19304,24802,9026,20454,5632,174,10232,1972
87,1929,696,734,1329,658,496,1519,1228,1155,742,177,499,651,270,67,1927,2310,1287,816,1781,1032,2003,1752,3620,3265,986,1326,949,1152,670,16627,19424,25023,9073,20454,5698,178,10232,1994
88,2001,702,682,1298,713,512,1496,1163,1146,747,182,507,630,255,69,1951,2290,1325,775,1792,1011,1912,1777,3586,3229,982,1311,908,1147,682,16814,19562,25203,9125,20454,5768,181,10232,2009
89,2028,711,706,1269,687,493,1480,1149,1138,771,173,508,628,253,67,1931,2253,1306,763,1738,1015,1933,1809,3596,3146,977,1331,885,1128,720,16957,19693,25391,9182,20454,5814,188,10232,2026
90,1981,712,693,1290,691,519,1552,1142,1192,804,159,504,645,270,60,1918,2257,1267,762,1726,1010,1926,1764,3487,3096,924,1295,865,1091,692,17136,19823,25612,9218,20454,5877,195,10232,2055
91,2020,684,719,1297,658,478,1501,1148,1156,773,159,507,659,281,57,1903,2209,1249,772,1673,989,1882,1782,3499,3066,941,1270,900,1104,718,17299,19954,25801,9262,20454,5933,198,10232,2076
92,1967,682,711,1316,695,490,1467,1136,1184,709,167,452,666,290,53,1843,2226,1229,768,1670,985,1913,1744,3551,3003,909,1299,869,1080,710,17453,20092,25987,9327,20454,6001,205,10232,2095
93,1968,668,724,1312,672,462,1413,1148,1156,722,177,445,646,275,51,1865,2194,1215,762,1660,977,1882,1725,3462,3105,915,1277,866,1068,724,17601,20242,26195,9357,20454,6047,212,10232,2121
94,1950,694,702,1281,687,501,1405,1178,1127,713,179,506,625,276,56,1783,2178,1193,749,1655,955,1870,1730,3399,3076,915,1302,813,1091,702,17752,20385,26391,9403,20454,6103,217,10232,2136
95,1866,659,679,1251,688,507,1402,1150,1180,743,187,521,628,269,52,1802,2192,1196,751,1636,947,1877,1708,3408,3001,920,1264,790,1071,706,17900,20509,26582,9438,20454,6175,222,10232,2168
96,1993,655,695,1288,610,475,1435,1150,1094,754,180,474,619,274,51,1761,2151,1209,746,1622,946,1848,1728,3326,2952,937,1232,815,1102,713,18076,20627,26754,9494,20454,6219,227,10232,2180
97,1867,665,710,1234,657,483,1454,1149,1201,694,167,476,574,241,53,1790,2151,1185,739,1651,951,1829,1716,3251,2910,914,1237,847,1073,678,18258,20747,26972,9551,20454,6263,238,10232,2203
98,1977,652,721,1198,613,491,1440,1151,1158,715,159,457,559,233,49,1746,2097,1174,745,1684,942,1813,1646,3300,2868,893,1259,855,1059,664,18421,20865,27168,9593,20454,6315,245,10232,2221
99,1814,659,748,1227,670,469,1420,1180,1152,701,161,462,558,240,45,1762,2066,1125,764,1636,936,1832,1672,3270,2862,862,1238,817,1074,680,18578,20994,27348,9632,20454,6380,249,10232,2230
100,1892,679,697,1200,650,457,1431,1220,1084,710,155,488,569,255,44,1747,2044,1136,735,1602,938,1853,1656,3224,2775,826,1234,823,1065,683,18724,21118,27538,9678,20454,6452,254,10232,2244
101,1841,648,658,1232,656,467,1408,1166,1169,679,161,429,610,256,47,1719,2035,1204,719,1567,925,1771,1684,3260,2750,817,1235,841,1037,685,18862,21232,27715,9729,20454,6514,260,10232,2259
102,1925,640,670,1163,604,435,1371,1149,1112,760,163,476,585,264,47,1757,1953,1158,716,1578,901,1809,1583,3200,2829,833,1193,901,1045,691,18994,21328,27900,9768,20454,6568,266,10232,2279
103,1816,622,689,1206,653,487,1362,1150,1150,699,155,457,599,257,52,1702,1979,1143,744,1546,905,1816,1600,3121,2763,864,1189,831,1045,691,19118,21457,28098,9816,20454,6626,269,10232,2304
104,1831,611,660,1256,598,466,1304,1139,1077,683,147,455,596,260,53,1655,1947,1161,742,1554,898,1820,1576,3161,2786,894,1182,832,1050,710,19243,21582,28272,9861,20454,6685,276,10232,2325
105,1760,642,653,1246,680,480,1289,1141,1073,693,158,492,578,245,58,1697,1920,1135,706,1536,862,1761,1564,3152,2779,838,1195,823,1020,693,19394,21705,28457,9908,20454,6740,289,10232,2353
106,1879,648,621,1251,638,461,1288,1123,1035,712,149,479,569,255,52,1674,1929,1104,707,1557,865,1663,1587,3175,2709,830,1183,854,992,666,19525,21823,28648,9960,20454,6802,294,10232,2375
107,1795,661,608,1236,660,478,1301,1085,1112,691,147,440,587,244,57,1701,1936,1136,697,1519,862,1684,1573,3147,2671,844,1117,853,949,683,19661,21937,28821,10000,20454,6851,301,10232,2404
108,3209,674,632,1679,1549,621,1292,1281,2505,1355,135,670,589,255,53,1808,2124,1267,683,1773,866,2100,1712,3055,2678,972,1117,1197,973,800,19800,22073,28990,10054,20454,6900,305,10232,2424
109,3818,673,683,1746,1214,685,1266,1574,1783,1291,135,600,612,244,56,1816,2124,1283,673,1780,906,2141,1822,3086,2720,966,1145,1269,1033,1022,19967,22256,29140,10109,20454,6940,308,10232,2443
110,3004,674,655,1768,1336,732,1246,1587,2201,1259,136,704,633,248,60,1795,2205,1300,687,1791,903,2289,1936,3138,2730,964,1211,1309,1029,1090,20131,22451,29340,10178,20454,6996,313,10232,2459
111,3500,669,660,1793,1173,699,1265,1731,1871,1157,140,628,651,237,57,1827,2173,1342,683,1859,918,2330,2017,3116,2781,973,1247,1331,1033,1184,20282,22643,29582,10239,20454,7053,318,10232,2485
112,2988,670,690,1794,1119,666,1283,1725,2000,1171,138,631,689,246,50,1895,2211,1317,707,1832,894,2405,2017,3144,2764,981,1219,1278,1065,1146,20449,22839,29802,10323,20454,7113,329,10232,2512
113,3061,681,729,1753,1034,740,1271,1724,1752,1096,135,582,677,259,44,1900,2250,1323,720,1843,921,2379,2047,3221,2668,977,1256,1283,1073,1162,20599,22925,30033,10413,20454,7162,339,10232,2525
114,2728,694,744,1753,1026,783,1275,1679,1752,1170,141,599,688,258,46,1954,2220,1325,683,1866,945,2397,2070,3214,2779,995,1228,1291,1052,1108,20750,22925,30271,10503,20454,7210,342,10232,2548
115,2749,697,731,1674,930,783,1318,1640,1570,1133,138,583,679,248,43,1921,2222,1312,726,1831,1009,2381,2095,3179,2809,1014,1302,1330,1053,1071,20919,22925,30488,10569,20454,7273,351,10232,2569
116,2543,682,726,1653,984,770,1318,1594,1532,1097,134,600,666,253,47,1969,2192,1303,752,1833,1005,2394,2088,3230,2835,1081,1254,1306,1059,984,21074,22925,30704,10666,20454,7321,357,10232,2587
117,2496,713,734,1643,919,701,1289,1553,1456,1073,150,543,677,250,50,1945,2156,1306,724,1823,1014,2396,2127,3267,2830,1120,1302,1297,1067,995,21240,22925,30915,10738,20454,7372,361,10232,2604
118,2442,685,749,1559,907,753,1321,1502,1472,1085,133,548,672,256,47,1937,2131,1280,762,1834,1020,2328,2114,3269,2836,1068,1377,1225,1087,929,21415,22925,31143,10792,20454,7430,364,10232,2627
119,2363,657,739,1553,877,709,1349,1462,1401,1100,145,536,663,262,47,2007,2097,1304,764,1828,986,2347,2112,3257,2870,1093,1358,1207,1097,915,21576,22925,31324,10857,20454,7479,369,10232,2642
120,2345,653,742,1517,832,730,1284,1393,1397,1042,143,566,659,254,47,1987,2127,1290,790,1772,1040,2307,2109,3343,2825,1040,1368,1199,1108,914,21774,22925,31533,10916,20454,7534,375,10232,2650
121,2305,676,734,1516,834,683,1325,1352,1335,990,143,514,614,270,45,1987,2035,1277,772,1799,1017,2306,2108,3349,2867,1045,1396,1194,1083,905,21942,22925,31751,10981,20454,7606,383,10232,2673
122,2299,712,729,1494,908,692,1324,1420,1407,1013,165,600,643,262,47,1983,2090,1266,716,1787,1012,2315,2110,3343,2847,1058,1413,1217,1083,902,22124,22925,31952,11041,20454,7677,389,10232,2694
123,2472,714,711,1569,921,676,1378,1397,1440,1110,155,572,616,268,58,2048,2103,1263,728,1863,943,2351,2104,3294,2875,1099,1356,1215,1043,917,22309,22925,32141,11104,20454,7728,404,10232,2711
124,2564,665,691,1670,950,746,1404,1399,1506,1064,163,574,661,267,46,2053,2126,1299,739,1825,952,2397,2102,3256,2875,1085,1377,1216,1074,936,22475,22925,32333,11159,20454,7789,409,10232,2731
125,2622,673,718,1694,1009,775,1370,1398,1553,1127,174,595,646,269,49,2094,2068,1302,734,1832,951,2384,2178,3291,2851,1075,1404,1202,1133,931,22640,22925,32537,11227,20454,7834,413,10232,2747
126,2533,684,726,1601,874,712,1340,1434,1418,1064,173,558,640,278,54,2079,2125,1299,735,1797,989,2419,2134,3318,2810,1090,1394,1254,1094,963,22818,22925,32724,11281,20454,7895,422,10232,2771
127,2288,681,718,1567,796,779,1368,1402,1365,1024,156,550,661,276,63,2031,2089,1278,738,1763,1019,2401,2156,3296,2846,1064,1428,1200,1060,962,23016,22925,32940,11346,20454,7957,431,10232,2785
128,2282,703,705,1521,801,715,1365,1378,1206,1012,145,487,650,274,50,2034,2089,1255,732,1798,988,2396,2089,3315,2827,1130,1386,1183,1058,936,23182,22925,33143,11410,20454,8013,438,10232,2804
129,2172,695,715,1496,847,736,1318,1319,1386,1056,140,543,664,284,56,2033,2131,1241,758,1771,989,2416,2036,3342,2825,1132,1375,1177,1068,915,23361,22925,33336,11462,20454,8061,444,10232,2824
130,2321,718,707,1508,786,730,1343,1378,1371,1055,156,506,669,283,55,1997,2166,1230,721,1798,1016,2398,2080,3287,2800,1137,1386,1175,1045,889,23528,22925,33556,11527,20454,8137,449,10232,2840
