Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
512,6995,1069,1347,4766,2824,2088,3024,4027,3900,3082,186,1428,1647,786,167,6442,5495,2389,887,4563,2890,7474,6633,7464,6512,3526,4717,3779,2540,3071,74830,70882,85246,28380,38349,299,17869,3462,68075,6169
513,6788,1069,1302,4550,2727,2026,3072,3932,3582,2865,178,1462,1633,836,167,6379,5502,2361,888,4518,2862,7306,6511,7469,6699,3459,4842,3676,2560,2986,75189,71247,85568,28519,38550,300,17968,3470,68369,6186
514,6334,1026,1333,4486,2556,1986,3127,3827,3432,2778,178,1403,1636,797,189,6379,5386,2279,930,4434,2902,7181,6433,7644,6755,3454,4828,3543,2580,2919,75524,71613,85899,28646,38750,301,18047,3489,68657,6206
515,6097,1079,1343,4396,2441,1941,3151,3654,3321,2654,173,1379,1625,812,185,6290,5361,2238,918,4395,2920,6918,6267,7754,6789,3368,4947,3413,2640,2863,75858,71953,86236,28755,38925,302,18130,3502,68941,6227
516,5893,1056,1321,4219,2341,1846,3215,3549,3200,2523,177,1321,1606,837,197,6256,5443,2167,941,4402,2907,6679,6210,7822,6758,3385,4979,3255,2701,2706,76201,72307,86547,28894,39119,303,18225,3511,69181,6255
517,5684,1057,1342,4051,2226,1797,3322,3348,3126,2514,186,1352,1544,850,190,6219,5338,2122,931,4332,2970,6639,5902,7917,6812,3414,4900,3175,2698,2587,76577,72592,86869,29010,39307,305,18304,3526,69445,6269
518,5520,1041,1291,4015,2206,1756,3338,3262,2901,2411,164,1308,1525,870,210,6189,5312,2096,946,4284,2954,6423,5785,7976,6789,3363,4866,3149,2714,2455,76941,72869,87188,29138,39530,305,18396,3538,69719,6300
519,5186,1067,1290,4015,2017,1813,3319,3154,2855,2397,186,1221,1556,876,218,6174,5292,2079,902,4125,2966,6294,5636,7935,6848,3352,4783,3073,2758,2382,77266,73140,87518,29228,39691,305,18485,3548,69958,6315
520,5105,1064,1268,3856,1964,1717,3349,2922,2856,2231,190,1269,1526,836,224,6125,5201,2058,890,4091,2934,6215,5375,8010,6873,3359,4800,2954,2740,2302,77623,73452,87849,29317,39861,309,18573,3559,70217,6339
521,5066,1066,1229,3750,1953,1760,3353,2883,2674,2166,197,1133,1474,849,210,6102,5217,2027,906,4134,2867,6020,5198,7947,6930,3287,4781,2866,2754,2168,77987,73709,88158,29408,40040,308,18654,3570,70429,6353
522,4772,1050,1203,3685,1829,1603,3327,2815,2671,2234,206,1186,1485,878,198,6005,5249,1954,917,4081,2790,5894,5187,7937,6907,3203,4782,2819,2676,2108,78363,73971,88442,29488,40212,308,18734,3574,70636,6384
523,4720,1012,1186,3610,1816,1593,3310,2765,2530,2089,204,1146,1491,803,206,5919,5242,1970,927,4046,2849,5734,5118,7761,6972,3188,4769,2707,2694,2034,78675,74204,88728,29576,40380,309,18812,3589,70850,6409
524,4608,1034,1173,3556,1736,1474,3251,2762,2458,2023,197,1153,1522,845,188,5936,5310,1917,883,3985,2770,5581,5018,7834,6913,3178,4684,2719,2638,1944,78969,74400,89002,29669,40538,311,18888,3604,71025,6427
525,4420,1023,1117,3493,1708,1492,3260,2692,2402,2008,193,1063,1448,819,212,5796,5233,1916,900,4016,2746,5442,4930,7788,6949,3160,4699,2628,2674,1852,79281,74636,89285,29734,40718,311,18951,3620,71235,6453
526,4343,1052,1074,3459,1657,1473,3323,2652,2308,1841,203,1061,1477,829,225,5727,5301,1899,853,3871,2737,5212,4886,7785,6771,3075,4686,2571,2627,1860,79619,74872,89575,29798,40888,311,19015,3639,71450,6478
527,4230,993,1111,3352,1585,1426,3362,2575,2251,1890,209,1099,1434,858,235,5635,5210,1837,837,3834,2688,5043,4796,7726,6789,3113,4627,2502,2611,1845,79926,75059,89837,29877,41065,312,19077,3651,71653,6503
528,4241,946,1109,3213,1604,1410,3330,2470,2197,1729,214,1087,1390,853,220,5597,5139,1823,845,3815,2669,4947,4681,7784,6777,3091,4568,2432,2601,1785,80258,75275,90075,29949,41220,314,19167,3653,71846,6519
529,4081,927,1115,3157,1534,1360,3325,2495,2201,1781,223,1019,1357,820,226,5599,5066,1768,857,3733,2663,4948,4480,7738,6769,3052,4490,2361,2642,1797,80561,75455,90282,30024,41374,315,19234,3665,71997,6532
530,3937,955,1108,3058,1594,1394,3335,2478,2051,1836,225,1038,1368,827,236,5460,5000,1713,821,3682,2690,4757,4412,7783,6664,3044,4402,2278,2643,1751,80851,75653,90545,30098,41520,316,19300,3675,72156,6549
531,3965,937,1088,3068,1534,1373,3367,2490,2052,1735,210,981,1337,815,252,5255,4859,1721,816,3600,2681,4730,4279,7589,6710,2997,4414,2232,2680,1716,81160,75835,90798,30168,41689,317,19375,3684,72310,6564
532,3826,917,1076,3006,1489,1312,3401,2418,2056,1737,190,957,1320,839,227,5274,4870,1681,805,3559,2635,4596,4212,7547,6631,3002,4311,2212,2627,1677,81456,75990,91110,30246,41871,317,19441,3692,72455,6575
533,3823,902,1068,2900,1498,1246,3346,2350,1984,1686,185,935,1363,870,231,5209,4931,1649,786,3499,2566,4429,4246,7462,6590,2980,4315,2208,2567,1624,81713,76141,91363,30304,42014,318,19514,3705,72624,6599
534,3631,912,1034,2789,1444,1272,3356,2374,1945,1612,175,955,1347,877,218,5185,4833,1611,790,3478,2529,4413,4100,7393,6588,2899,4272,2178,2608,1625,82038,76325,91593,30364,42151,319,19584,3722,72762,6622
535,3578,884,1014,2757,1374,1255,3249,2356,1889,1595,189,868,1345,822,225,5051,4827,1610,755,3403,2582,4407,3898,7413,6595,2852,4262,2147,2611,1670,82362,76501,91792,30397,42298,320,19646,3730,72930,6644
536,3501,861,1022,2703,1383,1214,3249,2282,1899,1562,184,887,1323,788,224,5073,4723,1589,756,3327,2557,4233,3897,7323,6642,2880,4087,2125,2582,1587,82647,76654,92054,30460,42413,321,19699,3753,73097,6656
537,3505,874,991,2636,1338,1212,3276,2269,1821,1519,166,864,1298,770,222,4936,4776,1561,745,3293,2533,4213,3769,7273,6509,2829,4101,2048,2534,1596,82939,76821,92275,30514,42554,321,19770,3768,73223,6669
538,3386,877,960,2639,1357,1178,3250,2178,1847,1509,167,849,1256,764,219,4880,4783,1569,718,3308,2491,4071,3711,7320,6390,2795,4007,1997,2509,1519,83215,76987,92469,30586,42694,323,19812,3783,73379,6693
539,3450,844,934,2584,1283,1130,3281,2148,1788,1459,157,870,1231,745,227,4851,4768,1535,720,3232,2430,4011,3619,7206,6367,2658,4000,2018,2456,1534,83510,77111,92700,30631,42855,322,19876,3796,73509,6713
